CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment_RuleBased,Cluster,Segment_Cluster
C01023,181,14,21183.58,2,4,4,244,10,At Risk,0,At Risk
C01024,74,4,4121.9,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C01025,106,12,4422.32,3,4,3,343,10,Loyal Customers,0,At Risk
C01026,19,15,26141.0,5,5,5,555,15,Champions,2,Champions
C01027,221,12,17031.94,1,4,4,144,9,At Risk,0,At Risk
C01028,27,4,1350.23,5,2,1,521,8,New Customers,1,Price-Sensitive / Low-Value
C01029,367,3,2556.41,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C01030,253,3,1907.47,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01031,72,2,1426.47,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C01032,207,12,19882.05,2,4,4,244,10,At Risk,0,At Risk
C01033,181,7,10591.21,2,3,3,233,8,At Risk,0,At Risk
C01034,29,15,28760.31,5,5,5,555,15,Champions,2,Champions
C01035,47,10,16787.59,4,4,4,444,12,Champions,0,At Risk
C01036,69,8,3047.79,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C01037,5,15,34126.83,5,5,5,555,15,Champions,2,Champions
C01038,31,12,18649.010000000002,5,4,4,544,13,Champions,2,Champions
C01039,350,4,3274.83,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C01040,17,13,24694.100000000002,5,4,4,544,13,Champions,2,Champions
C01041,33,18,33034.36,4,5,5,455,14,Champions,2,Champions
C01042,36,11,17398.86,4,4,4,444,12,Champions,0,At Risk
C01043,1,5,5394.280000000001,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C01044,29,9,2843.31,5,4,2,542,11,Needs Attention,1,Price-Sensitive / Low-Value
C01045,153,15,29876.37,2,5,5,255,12,At Risk,0,At Risk
C01046,64,1,1710.94,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C01047,62,9,3055.79,4,4,2,442,10,Needs Attention,1,Price-Sensitive / Low-Value
C01048,470,1,877.11,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01049,313,3,2464.95,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C01050,318,1,515.77,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01051,43,2,2948.27,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C01052,60,14,24801.11,4,4,4,444,12,Champions,2,Champions
C01053,44,14,22599.89,4,4,4,444,12,Champions,2,Champions
C01054,17,25,89574.20999999999,5,5,5,555,15,Champions,2,Champions
C01055,87,7,2949.29,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01056,491,3,1977.72,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01057,23,4,5946.19,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C01058,20,25,79637.76,5,5,5,555,15,Champions,2,Champions
C01059,80,4,4447.26,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C01060,306,4,2872.49,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C01061,94,5,1394.79,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C01062,233,2,1709.38,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01063,192,5,2926.74,2,2,2,222,6,Dormant / Lost,1,Price-Sensitive / Low-Value
C01064,264,3,2220.37,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01065,108,3,1154.69,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C01066,131,6,2112.8199999999997,2,3,1,231,6,Needs Attention,1,Price-Sensitive / Low-Value
C01067,44,20,37431.18,4,5,5,455,14,Champions,2,Champions
C01068,21,22,70713.04,5,5,5,555,15,Champions,2,Champions
C01069,58,5,6032.23,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C01070,53,19,32811.21,4,5,5,455,14,Champions,2,Champions
C01071,360,8,6234.29,1,3,3,133,7,At Risk,3,Dormant / Lost
C01072,91,12,18718.54,3,4,4,344,11,Loyal Customers,0,At Risk
C01073,363,3,2387.55,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C01074,159,10,20787.35,2,4,4,244,10,At Risk,0,At Risk
C01075,125,17,25267.27,2,5,4,254,11,At Risk,0,At Risk
C01076,356,4,1949.24,1,2,1,121,4,Dormant / Lost,3,Dormant / Lost
C01077,215,4,6177.360000000001,2,2,3,223,7,Needs Attention,1,Price-Sensitive / Low-Value
C01078,173,12,18855.5,2,4,4,244,10,At Risk,0,At Risk
C01079,22,8,14250.93,5,3,4,534,12,Loyal Customers,0,At Risk
C01080,59,7,3207.67,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C01081,167,11,17681.17,2,4,4,244,10,At Risk,0,At Risk
C01082,115,7,2521.0299999999997,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01083,122,6,2207.0099999999998,3,3,1,331,7,Needs Attention,1,Price-Sensitive / Low-Value
C01084,127,7,2985.9500000000003,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C01085,130,8,3178.45,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C01086,85,2,2276.38,3,1,2,312,6,Needs Attention,1,Price-Sensitive / Low-Value
C01087,164,13,21123.32,2,4,4,244,10,At Risk,0,At Risk
C01088,378,2,1225.31,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01089,186,11,16287.56,2,4,4,244,10,At Risk,0,At Risk
C01090,106,2,1716.78,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C01091,143,13,21917.74,2,4,4,244,10,At Risk,0,At Risk
C01092,187,3,2894.76,2,1,2,212,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C01093,100,2,1691.3899999999999,3,1,1,311,5,Needs Attention,1,Price-Sensitive / Low-Value
C01094,210,17,26886.870000000003,2,5,5,255,12,At Risk,0,At Risk
C01095,98,10,3536.74,3,4,3,343,10,Loyal Customers,1,Price-Sensitive / Low-Value
C01096,87,6,2442.2599999999998,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01097,42,17,29674.56,4,5,5,455,14,Champions,2,Champions
C01098,240,1,1201.93,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01099,94,9,4458.8099999999995,3,4,3,343,10,Loyal Customers,1,Price-Sensitive / Low-Value
C01100,393,6,4754.6,1,3,3,133,7,At Risk,3,Dormant / Lost
C01101,145,8,3286.6,2,3,2,232,7,Needs Attention,1,Price-Sensitive / Low-Value
C01102,126,8,12878.07,2,3,4,234,9,At Risk,0,At Risk
C01103,24,12,22259.39,5,4,4,544,13,Champions,2,Champions
C01104,636,1,592.98,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01105,284,6,4398.56,1,3,3,133,7,At Risk,3,Dormant / Lost
C01106,57,14,25446.09,4,4,4,444,12,Champions,2,Champions
C01107,70,14,25494.69,3,4,4,344,11,Loyal Customers,2,Champions
C01108,80,8,3809.3599999999997,3,3,3,333,9,Loyal Customers,1,Price-Sensitive / Low-Value
C01109,159,14,24634.22,2,4,4,244,10,At Risk,0,At Risk
C01110,106,10,15882.24,3,4,4,344,11,Loyal Customers,0,At Risk
C01111,47,12,21188.72,4,4,4,444,12,Champions,2,Champions
C01112,92,8,13866.34,3,3,4,334,10,Loyal Customers,0,At Risk
C01113,179,8,14069.07,2,3,4,234,9,At Risk,0,At Risk
C01114,70,6,3320.47,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01115,192,10,16855.04,2,4,4,244,10,At Risk,0,At Risk
C01116,122,11,16631.18,3,4,4,344,11,Loyal Customers,0,At Risk
C01117,111,15,24185.43,3,5,4,354,12,Loyal Customers,0,At Risk
C01118,61,3,4194.78,4,1,3,413,8,New Customers,1,Price-Sensitive / Low-Value
C01119,48,14,25264.71,4,4,4,444,12,Champions,2,Champions
C01120,55,3,3124.29,4,1,2,412,7,New Customers,1,Price-Sensitive / Low-Value
C01121,49,8,2565.45,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C01122,22,27,92083.89,5,5,5,555,15,Champions,2,Champions
C01123,7,23,73281.03,5,5,5,555,15,Champions,2,Champions
C01124,25,30,96943.14,5,5,5,555,15,Champions,2,Champions
C01125,69,1,1230.5,4,1,1,411,6,New Customers,1,Price-Sensitive / Low-Value
C01126,86,4,1533.03,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C01127,34,29,98251.4,4,5,5,455,14,Champions,2,Champions
C01128,374,3,1394.23,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01129,51,11,20917.5,4,4,4,444,12,Champions,0,At Risk
C01130,279,2,1057.36,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01131,63,5,6154.14,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C01132,161,11,4249.55,2,4,3,243,9,At Risk,0,At Risk
C01133,104,4,4059.6000000000004,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C01134,29,4,4505.22,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C01135,217,7,4040.3199999999997,1,3,3,133,7,At Risk,1,Price-Sensitive / Low-Value
C01136,96,8,2920.88,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01137,103,4,4262.59,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C01138,44,18,34090.1,4,5,5,455,14,Champions,2,Champions
C01139,55,14,26442.36,4,4,5,445,13,Champions,2,Champions
C01140,245,2,1249.6100000000001,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01141,142,2,3201.01,2,1,2,212,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C01142,158,3,3857.61,2,1,3,213,6,Needs Attention,1,Price-Sensitive / Low-Value
C01143,78,6,1925.67,3,3,1,331,7,Needs Attention,1,Price-Sensitive / Low-Value
C01144,272,10,8044.42,1,4,3,143,8,At Risk,0,At Risk
C01145,74,6,2331.38,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01146,80,5,1456.63,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C01147,69,13,5942.89,4,4,3,443,11,Loyal Customers,0,At Risk
C01148,147,9,19881.29,2,4,4,244,10,At Risk,0,At Risk
C01149,88,13,25058.52,3,4,4,344,11,Loyal Customers,0,At Risk
C01150,386,1,456.9,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01151,197,10,13908.21,2,4,4,244,10,At Risk,0,At Risk
C01152,330,3,1866.15,1,1,1,111,3,Dormant / Lost,3,Dormant / Lost
C01153,11,29,90112.08,5,5,5,555,15,Champions,2,Champions
C01154,31,26,82815.79,5,5,5,555,15,Champions,2,Champions
C01155,306,6,4684.04,1,3,3,133,7,At Risk,3,Dormant / Lost
C01156,102,7,3315.34,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01157,127,14,22856.24,2,4,4,244,10,At Risk,0,At Risk
C01158,94,4,947.85,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C01159,59,11,4689.63,4,4,3,443,11,Loyal Customers,0,At Risk
C01160,10,4,4155.98,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C01161,34,13,23240.41,4,4,4,444,12,Champions,2,Champions
C01162,412,4,2977.51,1,2,2,122,5,Dormant / Lost,3,Dormant / Lost
C01163,312,3,2612.9300000000003,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C01164,14,12,21696.95,5,4,4,544,13,Champions,2,Champions
C01165,375,3,2502.3,1,1,2,112,4,Dormant / Lost,3,Dormant / Lost
C01166,341,8,5029.32,1,3,3,133,7,At Risk,3,Dormant / Lost
C01167,86,4,4114.84,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C01168,228,5,2113.6,1,2,1,121,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C01169,198,12,18810.05,2,4,4,244,10,At Risk,0,At Risk
C01170,190,8,13129.28,2,3,4,234,9,At Risk,0,At Risk
C01171,49,8,3225.95,4,3,2,432,9,Needs Attention,1,Price-Sensitive / Low-Value
C01172,362,6,4927.48,1,3,3,133,7,At Risk,3,Dormant / Lost
C01173,20,4,2124.69,5,2,1,521,8,New Customers,1,Price-Sensitive / Low-Value
C01174,53,3,3729.49,4,2,3,423,9,New Customers,1,Price-Sensitive / Low-Value
C01175,41,9,16781.69,4,4,4,444,12,Champions,0,At Risk
C01176,22,22,67455.12,5,5,5,555,15,Champions,2,Champions
C01177,215,3,2973.27,2,2,2,222,6,Dormant / Lost,1,Price-Sensitive / Low-Value
C01178,4,22,69147.77,5,5,5,555,15,Champions,2,Champions
C01179,32,3,4736.88,5,2,3,523,10,New Customers,1,Price-Sensitive / Low-Value
C01180,111,9,13905.22,3,4,4,344,11,Loyal Customers,0,At Risk
C01181,165,9,3882.75,2,4,3,243,9,At Risk,0,At Risk
C01182,107,10,17589.63,3,4,4,344,11,Loyal Customers,0,At Risk
C01183,114,4,1115.46,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C01184,200,2,2392.9,2,1,2,212,5,Dormant / Lost,1,Price-Sensitive / Low-Value
C01185,12,25,79967.06,5,5,5,555,15,Champions,2,Champions
C01186,20,28,83515.01,5,5,5,555,15,Champions,2,Champions
C01187,187,13,20817.22,2,4,4,244,10,At Risk,0,At Risk
C01188,378,6,4739.59,1,3,3,133,7,At Risk,3,Dormant / Lost
C01189,38,16,31674.62,4,5,5,455,14,Champions,2,Champions
C01190,98,3,1497.01,3,2,1,321,6,Needs Attention,1,Price-Sensitive / Low-Value
C01191,176,4,3467.8599999999997,2,2,3,223,7,Needs Attention,1,Price-Sensitive / Low-Value
C01192,219,5,1869.1399999999999,1,2,1,121,4,Dormant / Lost,1,Price-Sensitive / Low-Value
C01193,39,18,34912.39,4,5,5,455,14,Champions,2,Champions
C01194,263,3,1874.08,1,2,1,121,4,Dormant / Lost,3,Dormant / Lost
C01195,27,12,26237.61,5,4,5,545,14,Champions,2,Champions
C01196,105,3,3986.7599999999998,3,2,3,323,8,Needs Attention,1,Price-Sensitive / Low-Value
C01197,285,3,1540.1899999999998,1,2,1,121,4,Dormant / Lost,3,Dormant / Lost
C01198,89,8,2695.6,3,3,2,332,8,Needs Attention,1,Price-Sensitive / Low-Value
C01199,105,16,27419.59,3,5,5,355,13,Loyal Customers,2,Champions
C01200,180,12,21506.52,2,4,4,244,10,At Risk,0,At Risk
